GISJOIN,AREANAME,PopTotal,White,NonWhite,WhiteNative,Black,MedHouseValue,MedGrossRent
G26004900014,STCTY-26049 TRACT-    0014     IN FLINT MI,3008,3008,0,2752,0,3069,31.29
G26004900015,STCTY-26049 TRACT-    0015     IN FLINT MI,3958,3900,58,3481,55,4434,37.7
G26004900016,STCTY-26049 TRACT-    0016     IN FLINT MI,2001,1993,8,1787,8,8125,0
G26004900017,STCTY-26049 TRACT-    0017     IN FLINT MI,3602,3602,0,3307,0,2490,28.42
G26004900018,STCTY-26049 TRACT-    0018     IN FLINT MI,3665,3663,2,3289,2,2946,32.36
G26004900019,STCTY-26049 TRACT-    0019     IN FLINT MI,3739,3739,0,3337,0,3380,33.51
G26004900020,STCTY-26049 TRACT-    0020     IN FLINT MI,4277,4277,0,3622,0,3066,30.91
G26004900021,STCTY-26049 TRACT-    0021     IN FLINT MI,3547,3541,6,3072,0,4306,39.27
G26004900022,STCTY-26049 TRACT-    0022     IN FLINT MI,2763,2763,0,2471,0,5037,50.47
G26004900023,STCTY-26049 TRACT-    0023     IN FLINT MI,2715,2715,0,2398,0,3953,36.35
G26004900024,STCTY-26049 TRACT-    0024     IN FLINT MI,3001,2996,5,2679,5,4453,36.72
G26004900025,STCTY-26049 TRACT-    0025     IN FLINT MI,2657,2655,2,2396,1,3917,36.25
G26004900026,STCTY-26049 TRACT-    0026     IN FLINT MI,3505,3500,5,3207,2,3354,35.29
G26004900027,STCTY-26049 TRACT-    0027     IN FLINT MI,3827,3824,3,3429,1,3429,34.96
G26004900028,STCTY-26049 TRACT-    0028     IN FLINT MI,2139,2136,3,1877,1,3803,31.47
G26004900029,STCTY-26049 TRACT-    0029     IN FLINT MI,3827,3785,42,3400,40,3786,34.85
G26004900030,STCTY-26049 TRACT-    0030     IN FLINT MI,2779,2779,0,2458,0,3360,31.78
G26004900031,STCTY-26049 TRACT-    0031     IN FLINT MI,4116,4099,17,3708,7,3490,32.27
G26004900032,STCTY-26049 TRACT-    0032     IN FLINT MI,3393,3393,0,3126,0,2870,31.92
G26004900033,STCTY-26049 TRACT-    0033     IN FLINT MI,4918,4901,17,4483,17,2758,32.02
G26004900034,STCTY-26049 TRACT-    0034     IN FLINT MI,3338,3332,6,3150,0,2384,30.69
G26004900035,STCTY-26049 TRACT-    0035     IN FLINT MI,3234,3224,10,3013,10,2968,29.36
G26004900036,STCTY-26049 TRACT-    0036     IN FLINT MI,3878,3875,3,3383,3,4172,40.95
G26004900037,STCTY-26049 TRACT-    0037     IN FLINT MI,3869,3867,2,3411,1,4532,43.95
G26004900038,STCTY-26049 TRACT-    0038     IN FLINT MI,3356,3356,0,3035,0,4592,47.93
G26004900039,STCTY-26049 TRACT-    0039     IN FLINT MI,1977,1977,0,1748,0,3509,37.11
G26004900040,STCTY-26049 TRACT-    0040     IN FLINT MI,2614,2608,6,2444,0,2605,30.49
G26004900041,STCTY-26049 TRACT-    0041     IN FLINT MI,3021,3021,0,2851,0,2750,29.45
G2600490G0001,STCTY-26049 TRACT-  G 0001     IN FLINT MI ADJ AREA,3803,3803,0,3585,0,2805,22.43
G2600490G0002,STCTY-26049 TRACT-  G 0002     IN FLINT MI ADJ AREA,960,960,0,886,0,0,0
G2600490G0003,STCTY-26049 TRACT-  G 0003     IN FLINT MI ADJ AREA,4074,4074,0,3867,0,1580,20.86
G2600490G0004,STCTY-26049 TRACT-  G 0004     IN FLINT MI ADJ AREA,893,893,0,837,0,0,0
G2600490G0005,STCTY-26049 TRACT-  G 0005     IN FLINT MI ADJ AREA,1278,1278,0,1182,0,1515,0
G2600490G0006,STCTY-26049 TRACT-  G 0006     IN FLINT MI ADJ AREA,2923,2917,6,2755,6,2582,28.43
G2600490G0007,STCTY-26049 TRACT-  G 0007     IN FLINT MI ADJ AREA,782,782,0,695,0,0,0
G2600490G0008,STCTY-26049 TRACT-  G 0008     IN FLINT MI ADJ AREA,3451,3440,11,3218,10,1991,18.32
G2600490G0009,STCTY-26049 TRACT-  G 0009     IN FLINT MI ADJ AREA,3896,3895,1,3724,0,1908,24.63
G2600490G0010,STCTY-26049 TRACT-  G 0010     IN FLINT MI ADJ AREA,1836,1836,0,1767,0,1568,0
G2600490G0011,STCTY-26049 TRACT-  G 0011     IN FLINT MI ADJ AREA,679,679,0,641,0,0,0
G2600490G0012,STCTY-26049 TRACT-  G 0012     IN FLINT MI ADJ AREA,3558,3555,3,3350,0,2635,26.4
G2600490G0013,STCTY-26049 TRACT-  G 0013     IN FLINT MI ADJ AREA,5285,5284,1,4930,0,1961,25.31
G2600490G0014,STCTY-26049 TRACT-  G 0014     IN FLINT MI ADJ AREA,1798,1797,1,1679,0,2086,0
G2600490G0015,STCTY-26049 TRACT-  G 0015     IN FLINT MI ADJ AREA,3826,3822,4,3604,0,2168,22.97
G2600490G0016,STCTY-26049 TRACT-  G 0016     IN FLINT MI ADJ AREA,778,778,0,737,0,0,0
G2600490G0017,STCTY-26049 TRACT-  G 0017     IN FLINT MI ADJ AREA,2991,2983,8,2802,8,2927,23.77
G2600490G0018,STCTY-26049 TRACT-  G 0018     IN FLINT MI ADJ AREA,1513,1513,0,1438,0,2214,0
G2600490G0019,STCTY-26049 TRACT-  G 0019     IN FLINT MI ADJ AREA,848,839,9,783,9,0,0
G2600490G0020,STCTY-26049 TRACT-  G 0020     IN FLINT MI ADJ AREA,2954,2954,0,2766,0,1886,0
G2600490G0021,STCTY-26049 TRACT-  G 0021     IN FLINT MI ADJ AREA,1005,952,53,885,53,0,0
G2600490G0022,STCTY-26049 TRACT-  G 0022     IN FLINT MI ADJ AREA,4478,4477,1,4214,0,1788,20.65
G2600490G0023,STCTY-26049 TRACT-  G 0023     IN FLINT MI ADJ AREA,2237,2237,0,2136,0,1865,30.39
G26009900877,STCTY-26099 TRACT-    0877     IN DETROIT MI ADJ AREA,24,24,0,15,0,0,0
G26009900880,STCTY-26099 TRACT-    0880     IN DETROIT MI ADJ AREA,4083,4083,0,3490,0,2886,30.7
G26009900881,STCTY-26099 TRACT-    0881     IN DETROIT MI ADJ AREA,3423,3418,5,2914,5,3539,36.92
G26009900882,STCTY-26099 TRACT-    0882     IN DETROIT MI ADJ AREA,2031,2031,0,1703,0,3286,0
G26009900883,STCTY-26099 TRACT-    0883     IN DETROIT MI ADJ AREA,4032,4032,0,3392,0,3815,34.19
G26009900884,STCTY-26099 TRACT-    0884     IN DETROIT MI ADJ AREA,2521,2521,0,2163,0,2409,33.03
G26009900885,STCTY-26099 TRACT-    0885     IN DETROIT MI ADJ AREA,3810,3447,363,2989,363,1702,28.09
G26009900886,STCTY-26099 TRACT-    0886     IN DETROIT MI ADJ AREA,1740,1740,0,1523,0,1755,0
G26009900887,STCTY-26099 TRACT-    0887     IN DETROIT MI ADJ AREA,3473,3473,0,2941,0,2138,28.15
G26009900888,STCTY-26099 TRACT-    0888     IN DETROIT MI ADJ AREA,1969,1969,0,1750,0,1689,35.43
G26009900889,STCTY-26099 TRACT-    0889     IN DETROIT MI ADJ AREA,2899,2773,126,2370,126,2539,32.34
G26012500848,STCTY-26125 TRACT-    0848     IN DETROIT MI ADJ AREA,4469,4296,173,3716,173,2185,25.83
G26012500849,STCTY-26125 TRACT-    0849     IN DETROIT MI ADJ AREA,6788,6785,3,5615,1,3558,42.2
G26012500850,STCTY-26125 TRACT-    0850     IN DETROIT MI ADJ AREA,11266,11250,16,9492,5,4301,43.96
G26012500851,STCTY-26125 TRACT-    0851     IN DETROIT MI ADJ AREA,1724,0,1724,0,1724,638,24.5
G26012500852,STCTY-26125 TRACT-    0852     IN DETROIT MI ADJ AREA,1169,1169,0,987,0,3076,0
G26012500853,STCTY-26125 TRACT-    0853     IN DETROIT MI ADJ AREA,3391,3360,31,2982,26,7125,63.54
G26012500854,STCTY-26125 TRACT-    0854     IN DETROIT MI ADJ AREA,1705,1685,20,1476,19,9720,0
G26012500855,STCTY-26125 TRACT-    0855     IN DETROIT MI ADJ AREA,6406,6404,2,5541,2,3540,33.71
G26012500856,STCTY-26125 TRACT-    0856     IN DETROIT MI ADJ AREA,9485,9470,15,8150,11,4536,41.1
G26012500857,STCTY-26125 TRACT-    0857     IN DETROIT MI ADJ AREA,5088,5073,15,4432,15,4733,43.16
G26012500858,STCTY-26125 TRACT-    0858     IN DETROIT MI ADJ AREA,2008,2001,7,1723,6,5316,47.9
G26012500859,STCTY-26125 TRACT-    0859     IN DETROIT MI ADJ AREA,935,930,5,777,5,4194,0
G26012500860,STCTY-26125 TRACT-    0860     IN DETROIT MI ADJ AREA,1002,1002,0,872,0,2310,0
G26012500861,STCTY-26125 TRACT-    0861     IN DETROIT MI ADJ AREA,2140,2140,0,1840,0,3706,34.03
G26012500862,STCTY-26125 TRACT-    0862     IN DETROIT MI ADJ AREA,4429,4429,0,3779,0,4105,38.41
G26012500863,STCTY-26125 TRACT-    0863     IN DETROIT MI ADJ AREA,20316,20307,9,17283,7,2420,28.28
G26012500864,STCTY-26125 TRACT-    0864     IN DETROIT MI ADJ AREA,4006,4004,2,3504,1,2803,30.25
G26012500865,STCTY-26125 TRACT-    0865     IN DETROIT MI ADJ AREA,1495,1494,1,1303,1,2579,37.21
G26012500866,STCTY-26125 TRACT-    0866     IN DETROIT MI ADJ AREA,4127,4121,6,3640,6,4164,47.95
G26012500867,STCTY-26125 TRACT-    0867     IN DETROIT MI ADJ AREA,3389,3285,104,3073,99,12618,84.92
G26012500868,STCTY-26125 TRACT-    0868     IN DETROIT MI ADJ AREA,2185,2164,21,2011,18,8231,68.67
G26016300001,STCTY-26163 TRACT-    0001     IN DETROIT MI,4321,4077,244,2886,184,0,5.83
G26016300002,STCTY-26163 TRACT-    0002     IN DETROIT MI,3481,3270,211,2284,179,0,23.19
G26016300003,STCTY-26163 TRACT-    0003     IN DETROIT MI,4808,4792,16,3716,6,2961,29.23
G26016300004,STCTY-26163 TRACT-    0004     IN DETROIT MI,1635,1435,200,1119,197,0,28.22
G26016300005,STCTY-26163 TRACT-    0005     IN DETROIT MI,4099,3969,130,3330,98,2324,28.22
G26016300006,STCTY-26163 TRACT-    0006     IN DETROIT MI,1325,1308,17,1045,17,0,35.6
G26016300007,STCTY-26163 TRACT-    0007     IN DETROIT MI,4976,4873,103,3997,91,2759,33.49
G26016300008,STCTY-26163 TRACT-    0008     IN DETROIT MI,3185,2969,216,2286,216,2414,32.55
G26016300009,STCTY-26163 TRACT-    0009     IN DETROIT MI,4015,3917,98,3024,89,2381,32.66
G26016300010,STCTY-26163 TRACT-    0010     IN DETROIT MI,4235,4183,52,3355,51,1868,29.68
G26016300011,STCTY-26163 TRACT-    0011     IN DETROIT MI,3479,2677,802,2223,800,2755,35.63
G26016300012,STCTY-26163 TRACT-    0012     IN DETROIT MI,3962,3531,431,2838,424,2288,31.46
G26016300013,STCTY-26163 TRACT-    0013     IN DETROIT MI,3864,1900,1964,1537,1957,2885,34.6
G26016300014,STCTY-26163 TRACT-    0014     IN DETROIT MI,3813,1554,2259,1204,2259,3106,37.79
G26016300015,STCTY-26163 TRACT-    0015     IN DETROIT MI,2879,568,2311,450,2311,3134,34.62
G26016300016,STCTY-26163 TRACT-    0016     IN DETROIT MI,3869,2977,892,2358,891,3310,39.54
G26016300017,STCTY-26163 TRACT-    0017     IN DETROIT MI,904,904,0,711,0,0,41.13
G26016300018,STCTY-26163 TRACT-    0018     IN DETROIT MI,2820,2811,9,2258,3,3825,43.32
G26016300019,STCTY-26163 TRACT-    0019     IN DETROIT MI,6706,6693,13,5492,11,3280,37.25
G26016300020,STCTY-26163 TRACT-    0020     IN DETROIT MI,2275,2263,12,1891,0,3292,32.17
G26016300021,STCTY-26163 TRACT-    0021     IN DETROIT MI,4367,4362,5,3483,5,3319,35.93
G26016300022,STCTY-26163 TRACT-    0022     IN DETROIT MI,2545,2516,29,2025,22,0,37.74
G26016300023,STCTY-26163 TRACT-    0023     IN DETROIT MI,170,170,0,149,0,0,0
G26016300024,STCTY-26163 TRACT-    0024     IN DETROIT MI,2976,2958,18,2430,12,0,31.04
G26016300025,STCTY-26163 TRACT-    0025     IN DETROIT MI,7467,7420,47,6105,32,3794,35.28
G26016300026,STCTY-26163 TRACT-    0026     IN DETROIT MI,5014,5003,11,4246,1,3158,30.09
G26016300027,STCTY-26163 TRACT-    0027     IN DETROIT MI,3985,3974,11,3367,10,3100,26
G26016300028,STCTY-26163 TRACT-    0028     IN DETROIT MI,6693,6320,373,5231,323,3410,29.77
G26016300029,STCTY-26163 TRACT-    0029     IN DETROIT MI,4372,4334,38,3613,31,0,31.59
G26016300030,STCTY-26163 TRACT-    0030     IN DETROIT MI,7557,7479,78,6387,19,0,30.43
G26016300031,STCTY-26163 TRACT-    0031     IN DETROIT MI,7646,7600,46,6332,26,0,32.34
G26016300032,STCTY-26163 TRACT-    0032     IN DETROIT MI,7425,7323,102,6000,25,0,32.55
G26016300033,STCTY-26163 TRACT-    0033     IN DETROIT MI,4809,4723,86,3422,30,0,27.05
G26016300034,STCTY-26163 TRACT-    0034     IN DETROIT MI,2704,2671,33,2176,3,0,23.69
G26016300035,STCTY-26163 TRACT-    0035     IN DETROIT MI,5407,5333,74,4272,36,2250,26.72
G26016300036,STCTY-26163 TRACT-    0036     IN DETROIT MI,3574,3449,125,2808,118,2632,28.66
G26016300037,STCTY-26163 TRACT-    0037     IN DETROIT MI,2732,2661,71,2098,46,2423,31.9
G26016300038,STCTY-26163 TRACT-    0038     IN DETROIT MI,4580,4567,13,3777,7,2197,32.29
G26016300039,STCTY-26163 TRACT-    0039     IN DETROIT MI,6534,6493,41,5522,12,2332,31.87
G26016300040,STCTY-26163 TRACT-    0040     IN DETROIT MI,4095,4064,31,3344,31,4438,30.19
G26016300041,STCTY-26163 TRACT-    0041     IN DETROIT MI,4235,4210,25,3496,20,2399,30.67
G26016300042,STCTY-26163 TRACT-    0042     IN DETROIT MI,3147,2974,173,2486,170,2386,31.91
G26016300043,STCTY-26163 TRACT-    0043     IN DETROIT MI,6075,5966,109,4933,106,2759,31.87
G26016300051,STCTY-26163 TRACT-    0051     IN DETROIT MI,3304,3069,235,2569,234,2068,31.45
G26016300052,STCTY-26163 TRACT-    0052     IN DETROIT MI,3519,3510,9,2538,9,2621,32.86
G26016300053,STCTY-26163 TRACT-    0053     IN DETROIT MI,4719,4400,319,2874,319,2369,29.67
G26016300054,STCTY-26163 TRACT-    0054     IN DETROIT MI,5919,5699,220,3390,213,2245,27.69
G26016300055,STCTY-26163 TRACT-    0055     IN DETROIT MI,6034,5580,454,3810,454,2175,27.52
G26016300056,STCTY-26163 TRACT-    0056     IN DETROIT MI,2290,2272,18,1698,16,2285,30.62
G26016300057,STCTY-26163 TRACT-    0057     IN DETROIT MI,4986,4982,4,3411,3,3158,34.83
G26016300058,STCTY-26163 TRACT-    0058     IN DETROIT MI,10,10,0,6,0,0,0
G26016300059,STCTY-26163 TRACT-    0059     IN DETROIT MI,5993,5984,9,4641,8,3110,35.44
G26016300060,STCTY-26163 TRACT-    0060     IN DETROIT MI,9173,9168,5,7276,0,3493,39.09
G26016300061,STCTY-26163 TRACT-    0061     IN DETROIT MI,7004,6996,8,5687,5,3346,39.5
G26016300062,STCTY-26163 TRACT-    0062     IN DETROIT MI,2962,2962,0,2348,0,3723,40.33
G26016300063,STCTY-26163 TRACT-    0063     IN DETROIT MI,2215,2208,7,1826,0,3350,42.41
G26016300064,STCTY-26163 TRACT-    0064     IN DETROIT MI,1407,1325,82,1016,82,2114,26.56
G26016300065,STCTY-26163 TRACT-    0065     IN DETROIT MI,3410,3394,16,2516,3,1995,31.05
G26016300066,STCTY-26163 TRACT-    0066     IN DETROIT MI,5881,5735,146,4576,139,2710,35.64
G26016300067,STCTY-26163 TRACT-    0067     IN DETROIT MI,6809,6796,13,5663,9,3816,40.02
G26016300068,STCTY-26163 TRACT-    0068     IN DETROIT MI,6230,6217,13,5167,12,3030,34.9
G26016300069,STCTY-26163 TRACT-    0069     IN DETROIT MI,4527,4526,1,3736,0,2806,35.7
G26016300070,STCTY-26163 TRACT-    0070     IN DETROIT MI,5531,5527,4,4560,0,3194,38.27
G26016300071,STCTY-26163 TRACT-    0071     IN DETROIT MI,4459,4459,0,3503,0,3631,41.43
G26016300072,STCTY-26163 TRACT-    0072     IN DETROIT MI,2044,2043,1,1673,1,2933,36.71
G26016300073,STCTY-26163 TRACT-    0073     IN DETROIT MI,3439,3439,0,2633,0,3285,36.84
G26016300074,STCTY-26163 TRACT-    0074     IN DETROIT MI,1821,1819,2,1307,2,2597,33.85
G26016300075,STCTY-26163 TRACT-    0075     IN DETROIT MI,3548,3548,0,2760,0,3734,38.22
G26016300076,STCTY-26163 TRACT-    0076     IN DETROIT MI,2536,2536,0,1890,0,3730,37.09
G26016300101,STCTY-26163 TRACT-    0101     IN DETROIT MI,4753,4737,16,3512,16,2303,25.54
G26016300102,STCTY-26163 TRACT-    0102     IN DETROIT MI,1324,1324,0,993,0,2167,23.62
G26016300103,STCTY-26163 TRACT-    0103     IN DETROIT MI,6389,6350,39,4613,39,2441,30.49
G26016300104,STCTY-26163 TRACT-    0104     IN DETROIT MI,4720,4715,5,3278,0,2522,28.9
G26016300105,STCTY-26163 TRACT-    0105     IN DETROIT MI,5787,5378,409,4027,408,2899,33.29
G26016300106,STCTY-26163 TRACT-    0106     IN DETROIT MI,5176,5176,0,3824,0,3095,35.52
G26016300107,STCTY-26163 TRACT-    0107     IN DETROIT MI,5247,5214,33,3782,33,2889,37.88
G26016300108,STCTY-26163 TRACT-    0108     IN DETROIT MI,5161,5157,4,3487,4,2559,33.53
G26016300109,STCTY-26163 TRACT-    0109     IN DETROIT MI,4986,4981,5,3564,5,2909,35.21
G26016300110,STCTY-26163 TRACT-    0110     IN DETROIT MI,1986,1974,12,1404,8,3218,37.04
G26016300111,STCTY-26163 TRACT-    0111     IN DETROIT MI,4047,2976,1071,2155,1071,3516,38.73
G26016300112,STCTY-26163 TRACT-    0112     IN DETROIT MI,3327,3327,0,2558,0,3311,40.67
G26016300113,STCTY-26163 TRACT-    0113     IN DETROIT MI,2335,2334,1,1771,0,3362,38.55
G26016300114,STCTY-26163 TRACT-    0114     IN DETROIT MI,7381,7368,13,5689,13,2427,33.55
G26016300115,STCTY-26163 TRACT-    0115     IN DETROIT MI,5402,5365,37,3853,28,1952,27.81
G26016300116,STCTY-26163 TRACT-    0116     IN DETROIT MI,5605,5574,31,4154,24,2277,30.96
G26016300117,STCTY-26163 TRACT-    0117     IN DETROIT MI,3219,3201,18,2468,10,2219,29.47
G26016300118,STCTY-26163 TRACT-    0118     IN DETROIT MI,1903,915,988,698,987,2927,39.05
G26016300119,STCTY-26163 TRACT-    0119     IN DETROIT MI,3872,449,3423,317,3423,2924,39.8
G26016300120,STCTY-26163 TRACT-    0120     IN DETROIT MI,4792,478,4314,389,4313,3238,41.14
G26016300121,STCTY-26163 TRACT-    0121     IN DETROIT MI,5268,814,4454,655,4454,2906,39.44
G26016300122,STCTY-26163 TRACT-    0122     IN DETROIT MI,4592,4121,471,3300,469,2484,35.47
G26016300123,STCTY-26163 TRACT-    0123     IN DETROIT MI,3891,3824,67,3017,67,2348,30.97
G26016300151,STCTY-26163 TRACT-    0151     IN DETROIT MI,6495,6471,24,5407,21,6691,45.98
G26016300152,STCTY-26163 TRACT-    0152     IN DETROIT MI,3975,3958,17,3228,6,0,44.71
G26016300153,STCTY-26163 TRACT-    0153     IN DETROIT MI,9169,9151,18,7071,12,4163,41.41
G26016300154,STCTY-26163 TRACT-    0154     IN DETROIT MI,7227,7205,22,5490,17,5573,42.98
G26016300155,STCTY-26163 TRACT-    0155     IN DETROIT MI,5927,5921,6,4786,6,4435,45.58
G26016300156,STCTY-26163 TRACT-    0156     IN DETROIT MI,1960,1957,3,1626,3,4821,50.51
G26016300157,STCTY-26163 TRACT-    0157     IN DETROIT MI,4673,4387,286,3561,285,4672,46.9
G26016300158,STCTY-26163 TRACT-    0158     IN DETROIT MI,2695,2576,119,2110,115,3162,43.73
G26016300159,STCTY-26163 TRACT-    0159     IN DETROIT MI,3945,3941,4,3234,3,4608,43.43
G26016300160,STCTY-26163 TRACT-    0160     IN DETROIT MI,2783,2773,10,2255,1,4408,43.82
G26016300161,STCTY-26163 TRACT-    0161     IN DETROIT MI,5382,5381,1,4335,1,4724,45.79
G26016300162,STCTY-26163 TRACT-    0162     IN DETROIT MI,3844,3844,0,3163,0,4663,51.72
G26016300163,STCTY-26163 TRACT-    0163     IN DETROIT MI,4912,4912,0,3904,0,5055,47.52
G26016300164,STCTY-26163 TRACT-    0164     IN DETROIT MI,6751,6749,2,4778,1,3181,43.31
G26016300165,STCTY-26163 TRACT-    0165     IN DETROIT MI,3580,3578,2,2696,2,3824,44.24
G26016300166,STCTY-26163 TRACT-    0166     IN DETROIT MI,4868,4863,5,3593,3,3551,43.5
G26016300167,STCTY-26163 TRACT-    0167     IN DETROIT MI,4464,4450,14,2769,6,3388,42.79
G26016300168,STCTY-26163 TRACT-    0168     IN DETROIT MI,5960,5924,36,4224,36,7303,48.05
G26016300169,STCTY-26163 TRACT-    0169     IN DETROIT MI,4724,4710,14,3571,14,5613,50.2
G26016300170,STCTY-26163 TRACT-    0170     IN DETROIT MI,7597,7587,10,5663,4,3780,43.57
G26016300171,STCTY-26163 TRACT-    0171     IN DETROIT MI,6265,6240,25,4869,15,4483,46.02
G26016300172,STCTY-26163 TRACT-    0172     IN DETROIT MI,5738,5677,61,4234,61,3964,44.53
G26016300173,STCTY-26163 TRACT-    0173     IN DETROIT MI,4154,3564,590,2531,590,3183,40.41
G26016300174,STCTY-26163 TRACT-    0174     IN DETROIT MI,4433,3391,1042,2451,1041,3168,38.8
G26016300175,STCTY-26163 TRACT-    0175     IN DETROIT MI,4754,4729,25,3599,15,3554,38.43
G26016300176,STCTY-26163 TRACT-    0176     IN DETROIT MI,27392,27289,103,18191,94,4475,47.86
G26016300177,STCTY-26163 TRACT-    0177     IN DETROIT MI,4460,4444,16,2831,14,6192,59.23
G26016300178,STCTY-26163 TRACT-    0178     IN DETROIT MI,5719,5707,12,4262,12,5562,50.43
G26016300179,STCTY-26163 TRACT-    0179     IN DETROIT MI,4362,4357,5,3341,5,5264,44.74
G26016300180,STCTY-26163 TRACT-    0180     IN DETROIT MI,7504,7488,16,4649,15,4669,45.08
G26016300181,STCTY-26163 TRACT-    0181     IN DETROIT MI,4059,4001,58,3184,51,9877,47.96
G26016300182,STCTY-26163 TRACT-    0182     IN DETROIT MI,3625,3608,17,2424,14,5464,48.26
G26016300183,STCTY-26163 TRACT-    0183     IN DETROIT MI,4220,4207,13,3164,13,4954,43.53
G26016300184,STCTY-26163 TRACT-    0184     IN DETROIT MI,5216,5204,12,4139,10,4556,45.67
G26016300185,STCTY-26163 TRACT-    0185     IN DETROIT MI,4869,4838,31,3030,27,8043,47.69
G26016300186,STCTY-26163 TRACT-    0186     IN DETROIT MI,3304,3262,42,2673,37,9601,45.87
G26016300187,STCTY-26163 TRACT-    0187     IN DETROIT MI,6570,6555,15,3850,14,3358,37.76
G26016300188,STCTY-26163 TRACT-    0188     IN DETROIT MI,5269,5127,142,3814,133,4155,38.77
G26016300189,STCTY-26163 TRACT-    0189     IN DETROIT MI,7120,7106,14,5907,9,5461,46.77
G26016300190,STCTY-26163 TRACT-    0190     IN DETROIT MI,1959,1907,52,1575,45,8351,44.65
G26016300191,STCTY-26163 TRACT-    0191     IN DETROIT MI,3084,3063,21,2550,18,6600,56.86
G26016300201,STCTY-26163 TRACT-    0201     IN DETROIT MI,5612,5612,0,4479,0,3502,40.52
G26016300202,STCTY-26163 TRACT-    0202     IN DETROIT MI,3253,3253,0,2568,0,3743,42.71
G26016300203,STCTY-26163 TRACT-    0203     IN DETROIT MI,5591,5588,3,4626,3,5446,49.15
G26016300204,STCTY-26163 TRACT-    0204     IN DETROIT MI,2957,2957,0,2539,0,5550,53.95
G26016300205,STCTY-26163 TRACT-    0205     IN DETROIT MI,1978,1978,0,1680,0,4698,41.29
G26016300206,STCTY-26163 TRACT-    0206     IN DETROIT MI,2636,2635,1,2182,1,5757,0
G26016300207,STCTY-26163 TRACT-    0207     IN DETROIT MI,5125,5116,9,4099,2,4471,42.29
G26016300208,STCTY-26163 TRACT-    0208     IN DETROIT MI,4015,4005,10,3303,3,4219,46.48
G26016300209,STCTY-26163 TRACT-    0209     IN DETROIT MI,5261,5261,0,4313,0,5097,48.04
G26016300210,STCTY-26163 TRACT-    0210     IN DETROIT MI,4471,4467,4,3782,2,4382,47.71
G26016300211,STCTY-26163 TRACT-    0211     IN DETROIT MI,1886,1886,0,1510,0,4260,44.88
G26016300212,STCTY-26163 TRACT-    0212     IN DETROIT MI,3106,3102,4,2515,4,3456,44.32
G26016300213,STCTY-26163 TRACT-    0213     IN DETROIT MI,2748,2747,1,2305,1,4609,46.61
G26016300251,STCTY-26163 TRACT-    0251     IN DETROIT MI,3899,3895,4,3234,4,4878,51.55
G26016300252,STCTY-26163 TRACT-    0252     IN DETROIT MI,6364,6360,4,5422,4,4857,52.29
G26016300253,STCTY-26163 TRACT-    0253     IN DETROIT MI,5899,5898,1,4895,1,4960,53.02
G26016300254,STCTY-26163 TRACT-    0254     IN DETROIT MI,4631,4631,0,3796,0,4168,42.85
G26016300255,STCTY-26163 TRACT-    0255     IN DETROIT MI,979,979,0,804,0,5314,48.83
G26016300256,STCTY-26163 TRACT-    0256     IN DETROIT MI,5540,5537,3,4658,3,5246,52.14
G26016300257,STCTY-26163 TRACT-    0257     IN DETROIT MI,7874,7870,4,6630,0,5152,49.33
G26016300258,STCTY-26163 TRACT-    0258     IN DETROIT MI,5111,5110,1,4239,1,5628,48.13
G26016300259,STCTY-26163 TRACT-    0259     IN DETROIT MI,9512,9503,9,7941,4,5451,51.47
G26016300260,STCTY-26163 TRACT-    0260     IN DETROIT MI,4021,4018,3,3394,0,4938,51.52
G26016300261,STCTY-26163 TRACT-    0261     IN DETROIT MI,11559,11541,18,9332,1,3904,43.96
G26016300262,STCTY-26163 TRACT-    0262     IN DETROIT MI,4728,4722,6,3924,6,6162,53.95
G26016300263,STCTY-26163 TRACT-    0263     IN DETROIT MI,9080,9072,8,7065,2,4171,45.24
G26016300264,STCTY-26163 TRACT-    0264     IN DETROIT MI,6813,6778,35,5638,12,4819,51.93
G26016300301,STCTY-26163 TRACT-    0301     IN DETROIT MI,7265,7089,176,6204,173,15721,64.54
G26016300302,STCTY-26163 TRACT-    0302     IN DETROIT MI,12336,12260,76,10417,76,8111,75.65
G26016300303,STCTY-26163 TRACT-    0303     IN DETROIT MI,3007,3000,7,2557,6,7007,0
G26016300304,STCTY-26163 TRACT-    0304     IN DETROIT MI,653,652,1,566,1,6767,0
G26016300305,STCTY-26163 TRACT-    0305     IN DETROIT MI,3468,1583,1885,1294,1885,2646,32.31
G26016300306,STCTY-26163 TRACT-    0306     IN DETROIT MI,2203,2197,6,1844,5,7169,37.04
G26016300307,STCTY-26163 TRACT-    0307     IN DETROIT MI,3725,3596,129,3165,125,14661,97.71
G26016300351,STCTY-26163 TRACT-    0351     IN DETROIT MI,3751,3751,0,2964,0,3908,37.41
G26016300352,STCTY-26163 TRACT-    0352     IN DETROIT MI,4949,4939,10,3846,2,2880,35.99
G26016300353,STCTY-26163 TRACT-    0353     IN DETROIT MI,510,510,0,404,0,0,0
G26016300354,STCTY-26163 TRACT-    0354     IN DETROIT MI,189,189,0,156,0,0,0
G26016300355,STCTY-26163 TRACT-    0355     IN DETROIT MI,145,145,0,131,0,0,0
G26016300356,STCTY-26163 TRACT-    0356     IN DETROIT MI,764,764,0,608,0,2875,0
G26016300357,STCTY-26163 TRACT-    0357     IN DETROIT MI,624,621,3,501,0,4257,0
